YYYYMMDD;HHMM;SSS;ID;Q;S
20190315;1200;37.678;24;2;1
20190316;1200;37.690;24;2;1
20190317;1200;37.679;24;2;1
20190318;1200;37.704;24;2;1
20190319;1200;37.710;24;2;1
20190320;1200;37.709;24;2;1
20190321;1200;37.658;24;2;1
20190322;1200;37.676;24;2;1
20190323;1200;37.579;24;2;1
20190324;1200;37.440;24;2;1
20190325;1200;37.431;24;2;1
20190326;1200;37.487;24;2;1
20190327;1200;37.509;24;2;1
20190328;1200;37.513;24;2;1
20190329;1200;37.473;24;2;1
20190330;1200;37.496;24;2;1
20190331;1200;37.502;24;2;1
20190401;1200;37.484;24;2;1
20190402;1200;37.477;24;2;1
20190403;1200;37.487;24;2;1
20190404;1200;37.498;24;2;1
20190405;1200;37.529;24;2;1
20190406;1200;37.582;24;2;1
20190407;1200;37.597;24;2;1
20190408;1200;37.599;24;2;1
20190409;1200;37.617;24;2;1
20190410;1200;37.609;24;2;1
20190411;1200;37.600;24;2;1
20190412;1200;37.566;24;2;1
20190413;1200;37.568;24;2;1
20190414;1200;37.579;24;2;1
20190415;1200;37.617;24;2;1
20190416;1200;37.608;24;2;1
20190417;1200;37.589;24;2;1
20190418;1200;37.548;24;2;1
20190419;1200;37.545;24;2;1
20190420;1200;37.543;24;2;1
20190421;1200;37.579;24;2;1
20190422;1200;37.569;24;2;1
20190423;1200;37.612;24;2;1
20190424;1200;37.601;24;2;1
20190425;1200;37.569;24;2;1
20190426;1200;37.577;24;2;1
20190427;1200;37.552;24;2;1
20190428;1200;37.547;24;2;1
20190429;1200;37.565;24;2;1
20190430;1200;37.573;24;2;1
20190501;1200;37.538;24;2;1
20190502;1200;37.552;24;2;1
20190503;1200;37.532;24;2;1
20190504;1200;37.511;24;2;1
20190505;1200;37.507;24;2;1
20190506;1200;37.488;24;2;1
20190507;1200;37.440;24;2;1
20190508;1200;37.413;24;2;1
20190509;1200;37.424;24;2;1
20190510;1200;37.387;24;2;1
20190511;1200;37.291;24;2;1
20190512;1200;37.310;24;2;1
20190513;1200;37.339;24;2;1
20190514;1200;37.363;24;2;1
20190515;1200;37.304;24;2;1
20190516;1200;37.329;24;2;1
20190517;1200;37.341;24;2;1
20190518;1200;37.308;24;2;1
20190519;1200;37.297;24;2;1
20190520;1200;37.321;24;2;1
20190521;1200;37.297;24;2;1
20190522;1200;37.211;24;2;1
20190523;1200;37.218;24;2;1
20190524;1200;37.271;24;2;1
20190525;1200;37.263;24;2;1
20190526;1200;37.255;24;2;1
20190527;1200;37.264;24;2;1
20190528;1200;37.281;24;2;1
20190529;1200;37.337;24;2;1
20190530;1200;37.291;24;2;1
20190531;1200;37.313;24;2;1
20190601;1200;37.333;24;2;1
20190602;1200;37.360;24;2;1
20190603;1200;37.399;24;2;1
20190604;1200;37.435;24;2;1
20190605;1200;37.495;24;2;1
20190606;1200;37.483;24;2;1
20190607;1200;37.427;24;2;1
20190608;1200;37.440;24;2;1
20190609;1200;37.401;24;2;1
20190610;1200;37.347;24;2;1
20190611;1200;37.329;24;2;1
20190612;1200;37.341;24;2;1
20190613;1200;37.320;24;2;1
20190614;1200;37.332;24;2;1
20190615;1200;37.321;24;2;1
20190616;1200;37.344;24;2;1
20190617;1200;37.375;24;2;1
20190618;1200;37.370;24;2;1
20190619;1200;37.387;24;2;1
20190620;1200;37.372;24;2;1
20190621;1200;37.366;24;2;1
20190622;1200;37.354;24;2;1
20190623;1200;37.353;24;2;1
20190624;1200;37.370;24;2;1
20190625;1200;37.342;24;2;1
20190626;1200;37.341;24;2;1
20190627;1200;37.336;24;2;1
20190628;1200;37.352;24;2;1
20190629;1200;37.382;24;2;1
20190630;1200;37.475;24;2;1
20190701;1200;37.533;24;2;1
20190702;1200;37.539;24;2;1
20190703;1200;37.542;24;2;1
20190704;1200;37.540;24;2;1
20190705;1200;37.550;24;2;1
20190706;1200;37.531;24;2;1
20190707;1200;37.537;24;2;1
20190708;1200;37.535;24;2;1
20190709;1200;37.510;24;2;1
20190710;1200;37.471;24;2;1
20190711;1200;37.442;24;2;1
20190712;1200;37.436;24;2;1
20190713;1200;37.419;24;2;1
20190714;1200;37.420;24;2;1
20190715;1200;37.484;24;2;1
20190716;1200;37.460;24;2;1
20190717;1200;37.455;24;2;1
20190718;1200;37.423;24;2;1
20190719;1200;37.427;24;2;1
20190720;1200;37.451;24;2;1
20190721;1200;37.387;24;2;1
20190722;1200;37.393;24;2;1
20190723;1200;37.380;24;2;1
20190724;1200;37.341;24;2;1
20190725;1200;37.343;24;2;1
20190726;1200;37.345;24;2;1
20190727;1200;37.408;24;2;1
20190728;1200;37.401;24;2;1
20190729;1200;37.387;24;2;1
20190730;1200;37.361;24;2;1
20190731;1200;37.349;24;2;1
20190801;1200;37.356;24;2;1
20190802;1200;37.348;24;2;1
20190803;1200;37.347;24;2;1
20190804;1200;37.323;24;2;1
20190805;1200;37.343;24;2;1
20190806;1200;37.335;24;2;1
20190807;1200;37.323;24;2;1
20190808;1200;37.289;24;2;1
20190809;1200;37.248;24;2;1
20190810;1200;37.236;24;2;1
20190811;1200;37.243;24;2;1
20190812;1200;37.263;24;2;1
20190813;1200;37.238;24;2;1
20190814;1200;37.206;24;2;1
20190815;1200;37.207;24;2;1
20190816;1200;37.199;24;2;1
20190817;1200;37.204;24;2;1
20190818;1200;37.219;24;2;1
20190819;1200;37.238;24;2;1
20190820;1200;37.227;24;2;1
20190821;1200;37.227;24;2;1
20190822;1200;37.227;24;2;1
20190823;1200;37.210;24;2;1
20190824;1200;37.185;24;2;1
20190825;1200;37.230;24;2;1
20190826;1200;37.240;24;2;1
20190827;1200;37.261;24;2;1
20190828;1200;37.288;24;2;1
20190829;1200;37.355;24;2;1
20190830;1200;37.364;24;2;1
20190831;1200;37.376;24;2;1
20190901;1200;37.372;24;2;1
20190902;1200;37.364;24;2;1
20190903;1200;37.363;24;2;1
20190904;1200;37.357;24;2;1
20190905;1200;37.325;24;2;1
20190906;1200;37.308;24;2;1
20190907;1200;37.253;24;2;1
20190908;1200;37.244;24;2;1
20190909;1200;37.262;24;2;1
20190910;1200;37.263;24;2;1
20190911;1200;37.269;24;2;1
20190912;1200;37.258;24;2;1
20190913;1200;37.253;24;2;1
20190914;1200;37.252;24;2;1
20190915;1200;37.258;24;2;1
20190916;1200;37.252;24;2;1
20190917;1200;37.253;24;2;1
20190918;1200;37.262;24;2;1
20190919;1200;37.291;24;2;1
20190920;1200;37.357;24;2;1
20190921;1200;37.334;24;2;1
20190922;1200;37.324;24;2;1
20190923;1200;37.293;24;2;1
20190924;1200;37.278;24;2;1
20190925;1200;37.263;24;2;1
20190926;1200;37.250;24;2;1
20190927;1200;37.255;24;2;1
20190928;1200;37.261;24;2;1
20190929;1200;37.246;24;2;1
20190930;1200;37.263;24;2;1
20191001;1200;37.322;24;2;1
20191002;1200;37.293;24;2;1
20191003;1200;37.359;24;2;1
20191004;1200;37.374;24;2;1
20191005;1200;37.389;24;2;1
20191006;1200;37.396;24;2;1
20191007;1200;37.403;24;2;1
20191008;1200;37.408;24;2;1
20191009;1200;37.406;24;2;1
20191010;1200;37.403;24;2;1
20191011;1200;37.403;24;2;1
20191012;1200;37.407;24;2;1
20191013;1200;37.404;24;2;1
20191014;1200;37.403;24;2;1
20191015;1200;37.400;24;2;1
20191016;1200;37.400;24;2;1
20191017;1200;37.404;24;2;1
20191018;1200;37.400;24;2;1
20191019;1200;37.350;24;2;1
20191020;1200;37.334;24;2;1
20191021;1200;37.352;24;2;1
20191022;1200;37.351;24;2;1
20191023;1200;37.355;24;2;1
20191024;1200;37.105;24;2;1
20191025;1200;-9.999;0;0;0
20191026;1200;-9.999;0;0;0
20191027;1200;37.316;24;4;1
20191028;1200;37.338;24;4;1
20191029;1200;37.365;24;4;1
20191030;1200;37.391;24;4;1
20191031;1200;37.407;24;4;1
20191101;1200;37.391;24;4;1
20191102;1200;37.421;24;4;1
20191103;1200;37.415;24;4;1
20191104;1200;37.405;24;4;1
20191105;1200;37.404;24;4;1
20191106;1200;37.404;24;4;1
20191107;1200;37.412;24;4;1
20191108;1200;37.431;24;4;1
20191109;1200;37.441;24;4;1
20191110;1200;37.436;24;4;1
20191111;1200;37.443;24;4;1
20191112;1200;37.435;24;4;1
20191113;1200;37.439;24;4;1
20191114;1200;37.397;24;4;1
20191115;1200;37.410;24;4;1
20191116;1200;37.421;24;4;1
20191117;1200;37.417;24;4;1
20191118;1200;37.416;24;4;1
20191119;1200;37.407;24;4;1
20191120;1200;37.438;24;4;1
20191121;1200;37.425;24;4;1
20191122;1200;37.402;24;4;1
20191123;1200;37.408;24;4;1
20191124;1200;37.444;24;4;1
20191125;1200;37.412;24;4;1
20191126;1200;37.429;24;4;1
20191127;1200;37.407;24;4;1
20191128;1200;37.433;24;4;1
20191129;1200;37.455;24;4;1
20191130;1200;37.455;24;4;1
20191201;1200;37.421;24;4;1
20191202;1200;37.406;24;4;1
20191203;1200;37.304;24;4;1
20191204;1200;37.393;24;4;1
20191205;1200;37.356;24;4;1
20191206;1200;37.412;24;4;1
20191207;1200;37.381;24;4;1
20191208;1200;37.366;24;4;1
20191209;1200;37.301;24;4;1
20191210;1200;37.270;24;4;1
20191211;1200;37.297;24;4;1
20191212;1200;37.258;24;4;1
20191213;1200;-9.999;24;4;1
20191214;1200;-9.999;24;4;1
20191215;1200;-9.999;24;4;1
20191216;1200;-9.999;24;4;1
20191217;1200;-9.999;24;4;1
20191218;1200;-9.999;24;4;1
20191219;1200;-9.999;24;4;1
20191220;1200;-9.999;24;4;1
20191221;1200;-9.999;24;4;1
20191222;1200;-9.999;24;4;1
20191223;1200;-9.999;24;4;1
20191224;1200;-9.999;24;4;1
20191225;1200;-9.999;24;4;1
20191226;1200;-9.999;24;4;1
20191227;1200;-9.999;24;4;1
20191228;1200;-9.999;24;4;1
20191229;1200;-9.999;24;4;1
20191230;1200;-9.999;24;4;1
20191231;1200;-9.999;24;4;1
